"","station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","TS","GR","RA","DZ","SN","SG","GS","PL","FG+","FG","BR","UP","HZ","FU","DU","SS","SQ","FZ","MI","PR","BC","BL","VC","year","quarter","weekday","daytime"
"14815",18,2014-01-19,"64","33","49","M","25","39","16"," 0","-","-","0.0","0.00","29.64","30.19"," 2.9","18","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Sunday",NA
"14816",19,2014-01-19,"34","11","23","M","17","22","42"," 0","-","-","0.0","0.00","28.84","29.63","12.2","25","12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Sunday",NA
"14817",20,2014-01-19,"66","36","51","M","24","40","14"," 0","-","-","0.0","0.00","29.44","30.18"," 2.3","25","5.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Sunday",NA
"14818",1,2014-01-20,"41","21","31","M","21","29","34"," 0","-","-","M","  T","29.41","29.61"," 7.4","24","9.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14819",2,2014-01-20,"36","17","27","M","19","26","38"," 0","-","-","0.2","0.03","28.46","29.61","14.7","26","16.1",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2014","Q1","Monday",NA
"14820",3,2014-01-20,"62","33","48","M","23","38","17"," 0","-","-","0.0","0.00","29.31","30.00"," 5.9","35","9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14821",4,2014-01-20,"82","46","64","M","37","50","1"," 0","-","-","0.0","0.00","29.31","30.00"," 1.9","28","4.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14822",5,2014-01-20,"M","M","M","M","22","M","M","M","-","-","M","M","M","29.63","12.6","25","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14823",6,2014-01-20,"79","35","57","M","30","46","8"," 0","-","-","0.0","0.00","29.47","30.00"," 3.6","24","8.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14824",7,2014-01-20,"66","32","49","M","21","37","16"," 0","-","-","0.0","0.00","28.69","30.02"," 7.7","34","13.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14825",8,2014-01-20,"79","46","63","M","50","56","2"," 0","-","-","M","0.00","29.64","M"," 3.9","24","6.5",0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14826",9,2014-01-20,"31","-3","14","M","4","12","51"," 0","-","-","M","  T","29.38","30.10","11.4","35","13.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14827",10,2014-01-20,"68","41","55","M","39","47","10"," 0","-","-","M","  T","30.05","30.07"," 4.4","24","5.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14828",11,2014-01-20,"68","35","52","M","38","44","13"," 0","-","-","0.0","0.00","30.04","30.07"," 3.4","25","4.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14829",12,2014-01-20,"68","37","53","M","38","46","12"," 0","-","-","0.0","  T","30.03","30.07"," 3.7","25","3.8",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14830",13,2014-01-20,"45","24","35","M","13","28","30"," 0","-","-","M","0.00","24.42","30.26"," 0.4","06","6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14831",14,2014-01-20,"66","34","50","M","23","38","15"," 0","-","-","0.0","0.00","28.66","30.01"," 7.7","35","12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14832",15,2014-01-20,"37","11","24","M","20","26","41"," 0","-","-","  T","0.01","29.16","29.59"," 5.8","27","9.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14833",16,2014-01-20,"39","21","30","M","22","29","35"," 0","-","-","M","0.00","29.44","29.59"," 7.4","25","10.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14834",17,2014-01-20,"64","29","47","M","25","39","18"," 0","-","-","0.0","0.00","29.37","30.02"," 4.9","36","5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14835",18,2014-01-20,"73","41","57","M","30","44","8"," 0","-","-","0.0","0.00","29.47","29.97"," 4.1","34","6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14836",19,2014-01-20,"33","6","20","M","13","17","45"," 0","-","-","0.7","0.01","29.21","29.94","12.5","36","13.0",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"2014","Q1","Monday",NA
"14837",20,2014-01-20,"76","50","63","M","30","47","2"," 0","-","-","0.0","0.00","29.27","29.96"," 4.1","30","9.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Monday",NA
"14838",1,2014-01-21,"21","9","15","M","-1","9","50"," 0","-","-","M","  T","29.84","30.02"," 8.8","35","9.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14839",2,2014-01-21,"17","6","12","M","0","8","53"," 0","-","-","1.8","0.09","28.80","29.95"," 6.7","35","8.9",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14840",3,2014-01-21,"40","16","28","M","2","19","37"," 0","-","-","0.0","0.00","29.59","30.34"," 5.9","35","10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14841",4,2014-01-21,"63","38","51","M","23","41","14"," 0","-","-","0.0","0.00","29.60","30.30"," 5.2","35","5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14842",5,2014-01-21,"M","M","M","M","2","M","M","M","-","-","M","M","M","29.97","11.1","34","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14843",6,2014-01-21,"62","30","46","M","25","39","19"," 0","-","-","0.0","0.00","29.77","30.30"," 9.5","36","10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14844",7,2014-01-21,"40","19","30","M","6","23","35"," 0","-","-","0.0","0.00","28.90","30.33"," 5.3","36","10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14845",8,2014-01-21,"62","37","50","M","29","42","15"," 0","-","-","M","0.00","29.92","M"," 8.5","35","9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14846",9,2014-01-21,"5","-12","-3","M","-10","-2","68"," 0","-","-","M","  T","29.48","30.32"," 1.4","21","7.4",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14847",10,2014-01-21,"72","48","60","M","46","52","5"," 0","-","-","M","  T","29.83","29.85"," 9.7","25","12.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14848",11,2014-01-21,"72","44","58","M","45","50","7"," 0","-","-","0.0","0.30","29.82","29.85","10.7","26","12.5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14849",12,2014-01-21,"73","47","60","M","46","52","5"," 0","-","-","0.0","0.22","29.82","29.85","10.3","26","12.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14850",13,2014-01-21,"62","23","43","M","-5","29","22"," 0","-","-","M","0.00","24.34","30.18"," 6.0","25","12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14851",14,2014-01-21,"44","22","33","M","8","24","32"," 0","-","-","0.0","0.00","28.88","30.31"," 6.9","01","11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14852",15,2014-01-21,"11","2","7","M","-6","5","58"," 0","-","-","  T","  T","29.62","30.02"," 8.3","32","8.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14853",16,2014-01-21,"21","10","16","M","1","11","49"," 0","-","-","M","0.02","29.86","29.98"," 9.5","34","9.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14854",17,2014-01-21,"43","19","31","M","3","21","34"," 0","-","-","0.0","0.00","29.65","30.36"," 4.9","35","5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14855",18,2014-01-21,"54","36","45","M","14","33","20"," 0","-","-","0.0","0.00","29.77","30.30"," 7.6","35","10.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14856",19,2014-01-21,"10","0","5","M","-6","3","60"," 0","-","-","  T","  T","29.48","30.26","10.0","33","11.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14857",20,2014-01-21,"56","34","45","M","15","34","20"," 0","-","-","0.0","0.00","29.56","30.29"," 7.5","34","9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Tuesday",NA
"14858",1,2014-01-22,"17","6","12","M","-6","8","53"," 0","-","-","M","  T","29.62","29.79","10.8","33","12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14859",2,2014-01-22,"12","1","7","M","-6","4","58"," 0","-","-","  T","  T","28.59","29.76","13.2","33","15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14860",3,2014-01-22,"47","16","32","M","12","26","33"," 0","-","-","0.0","0.00","29.49","30.23"," 6.2","01","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14861",4,2014-01-22,"70","37","54","M","27","42","11"," 0","-","-","0.0","0.00","29.38","30.11"," 2.4","17","3.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14862",5,2014-01-22,"M","M","M","M","-1","M","M","M","-","-","M","M","M","29.75","14.5","33","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14863",6,2014-01-22,"68","26","47","M","27","39","18"," 0","-","-","0.0","0.00","29.55","30.11"," 6.4","20","6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14864",7,2014-01-22,"49","23","36","M","15","29","29"," 0","-","-","0.0","0.00","28.80","30.20"," 7.3","04","10.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14865",8,2014-01-22,"68","30","49","M","35","43","16"," 0","-","-","M","0.00","29.75","M"," 3.6","18","3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14866",9,2014-01-22,"8","-7","1","M","-7","0","64"," 0","-","-","M","  T","29.44","30.22","15.4","32","16.5",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"2014","Q1","Wednesday",NA
"14867",10,2014-01-22,"51","34","43","M","19","34","22"," 0","-","-","M","0.00","30.02","30.08"," 8.6","30","9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14868",11,2014-01-22,"49","30","40","M","22","32","25"," 0","-","-","0.0","0.00","30.01","30.09"," 8.3","30","8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14869",12,2014-01-22,"50","32","41","M","22","34","24"," 0","-","-","0.0","0.00","30.00","30.08"," 9.7","31","10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14870",13,2014-01-22,"40","21","31","M","13","25","34"," 0","-","-","M","  T","24.29","30.15"," 4.4","10","7.7",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14871",14,2014-01-22,"52","22","37","M","16","30","28"," 0","-","-","0.0","0.00","28.78","30.18"," 8.7","04","11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14872",15,2014-01-22,"14","-2","6","M","-8","3","59"," 0","-","-","0.0","0.00","29.41","29.82","11.5","31","11.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14873",16,2014-01-22,"19","5","12","M","-3","8","53"," 0","-","-","M","  T","29.62","29.75","13.1","34","13.9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14874",17,2014-01-22,"50","18","34","M","15","28","31"," 0","-","-","0.0","0.00","29.55","30.24"," 3.7","03","4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14875",18,2014-01-22,"60","31","46","M","21","36","19"," 0","-","-","0.0","0.00","29.59","30.11"," 5.1","09","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14876",19,2014-01-22,"14","0","7","M","-3","4","58"," 0","-","-","0.9","0.02","29.24","30.04"," 9.4","28","12.0",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14877",20,2014-01-22,"62","28","45","M","22","37","20"," 0","-","-","0.0","0.00","29.37","30.10"," 5.1","07","7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Wednesday",NA
"14878",1,2014-01-23,"20","4","12","M","-7","8","53"," 0","-","-","M","0.00","29.83","30.03"," 8.0","28","8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14879",2,2014-01-23,"14","0","7","M","-6","4","58"," 0","-","-","0.0","0.00","28.83","30.02","12.0","29","12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14880",3,2014-01-23,"32","7","20","M","-3","12","45"," 0","-","-","0.0","0.00","30.01","30.72","12.5","36","12.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14881",4,2014-01-23,"56","27","42","M","31","36","23"," 0","-","-","0.1","0.06","29.72","30.39"," 9.1","01","9.2",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2014","Q1","Thursday",NA
"14882",5,2014-01-23,"M","M","M","M","-5","M","M","M","-","-","M","M","M","30.03","12.0","28","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14883",6,2014-01-23,"50","27","39","M","29","35","26"," 0","-","-","  T","0.06","29.89","30.37","17.3","01","17.4",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"2014","Q1","Thursday",NA
"14884",7,2014-01-23,"36","9","23","M","-3","14","42"," 0","-","-","0.0","0.00","29.28","30.69","15.2","01","15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14885",8,2014-01-23,"52","30","41","M","38","41","24"," 0","-","-","M","0.06","29.95","M"," 9.8","02","9.5",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14886",9,2014-01-23,"-4","-16","-10","M","-15","-9","75"," 0","-","-","M","0.00","29.77","30.63"," 5.3","29","9.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14887",10,2014-01-23,"54","36","45","M","19","35","20"," 0","-","-","M","0.00","30.27","30.32"," 5.7","32","6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14888",11,2014-01-23,"51","29","40","M","24","33","25"," 0","-","-","0.0","0.00","30.27","30.33"," 3.1","31","3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14889",12,2014-01-23,"53","32","43","M","22","35","22"," 0","-","-","0.0","0.00","30.26","30.32"," 3.9","32","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14890",13,2014-01-23,"25","5","15","M","8","13","50"," 0","-","-","M","0.01","24.50","30.55"," 1.7","05","5.2",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14891",14,2014-01-23,"36","14","25","M","-2","16","40"," 0","-","-","0.0","0.00","29.26","30.67","17.0","02","17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14892",15,2014-01-23,"16","-1","8","M","-7","4","57"," 0","-","-","0.0","0.00","29.59","30.02"," 9.1","30","9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14893",16,2014-01-23,"21","3","12","M","-6","8","53"," 0","-","-","M","  T","29.86","30.00"," 7.7","29","8.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14894",17,2014-01-23,"35","7","21","M","-2","14","44"," 0","-","-","0.0","0.00","30.06","30.74","10.8","02","10.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14895",18,2014-01-23,"45","24","35","M","6","26","30"," 0","-","-","0.0","0.00","30.05","30.52","15.7","02","16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14896",19,2014-01-23,"11","-4","4","M","-6","2","61"," 0","-","-","  T","  T","29.67","30.45","13.5","30","14.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14897",20,2014-01-23,"47","26","37","M","8","27","28"," 0","-","-","0.0","0.00","29.82","30.50","14.7","02","15.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Thursday",NA
"14898",1,2014-01-24,"18","5","12","M","-7","8","53"," 0","-","-","M","0.00","30.01","30.18"," 7.9","26","9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14899",2,2014-01-24,"12","1","7","M","-6","4","58"," 0","-","-","0.0","0.00","29.00","30.16","11.4","26","13.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14900",3,2014-01-24,"42","5","24","M","0","20","41"," 0","-","-","0.0","0.00","29.59","30.42","10.4","20","10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14901",4,2014-01-24,"40","26","33","M","17","28","32"," 0","-","-","0.1","0.05","29.82","30.59"," 2.9","34","4.8",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14902",5,2014-01-24,"M","M","M","M","-5","M","M","M","-","-","M","M","M","30.18","11.1","26","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14903",6,2014-01-24,"37","24","31","M","19","27","34"," 0","-","-","  T","0.05","29.99","30.58"," 6.2","35","8.1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2014","Q1","Friday",NA
"14904",7,2014-01-24,"45","4","25","M","4","21","40"," 0","-","-","0.0","0.00","28.92","30.43","15.0","21","15.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14905",8,2014-01-24,"35","28","32","M","25","29","33"," 0","-","-","M","0.00","30.21","M"," 5.2","36","6.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14906",9,2014-01-24,"34","-5","15","M","14","20","50"," 0","-","-","M","0.04","28.87","29.73"," 8.2","27","11.8",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14907",10,2014-01-24,"46","37","42","M","17","33","23"," 0","-","-","M","0.00","30.42","30.44"," 9.7","01","11.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14908",11,2014-01-24,"45","34","40","M","19","32","25"," 0","-","-","0.0","0.00","30.42","30.45"," 6.2","02","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14909",12,2014-01-24,"44","37","41","M","20","33","24"," 0","-","-","0.0","0.00","30.40","30.45"," 7.5","01","8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14910",13,2014-01-24,"57","18","38","M","8","28","27"," 0","-","-","M","0.00","24.36","30.28"," 5.9","25","8.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14911",14,2014-01-24,"45","4","25","M","4","21","40"," 0","-","-","0.0","0.00","28.92","30.43","13.5","21","13.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14912",15,2014-01-24,"14","-1","7","M","-7","4","58"," 0","-","-","0.0","0.00","29.76","30.15"," 6.8","30","10.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14913",16,2014-01-24,"17","5","11","M","-5","8","54"," 0","-","-","M","0.00","30.04","30.16"," 8.6","27","10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14914",17,2014-01-24,"43","2","23","M","2","19","42"," 0","-","-","0.0","0.00","29.66","30.44"," 7.6","21","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14915",18,2014-01-24,"41","17","29","M","3","23","36"," 0","-","-","0.0","0.00","29.96","30.54"," 2.0","28","6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14916",19,2014-01-24,"28","-7","11","M","3","10","54"," 0","-","-","1.0","0.04","29.00","29.88","20.1","23","20.3",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"2014","Q1","Friday",NA
"14917",20,2014-01-24,"43","19","31","M","4","24","34"," 0","-","-","0.0","0.00","29.74","30.52"," 3.4","31","6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Friday",NA
"14918",1,2014-01-25,"37","14","26","M","12","22","39"," 0","-","-","M","  T","29.52","29.62","10.6","21","11.2",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14919",2,2014-01-25,"30","9","20","M","11","18","45"," 0","-","-","1.1","0.03","28.54","29.60","17.0","22","17.6",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14920",3,2014-01-25,"65","34","50","M","22","37","15"," 0","-","-","0.0","0.00","29.26","30.03"," 4.9","32","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14921",4,2014-01-25,"70","26","48","M","28","38","17"," 0","-","-","0.0","0.00","29.41","30.20"," 0.8","27","1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14922",5,2014-01-25,"M","M","M","M","16","M","M","M","-","-","M","M","M","29.64","20.4","20","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14923",6,2014-01-25,"68","19","44","M","29","37","21"," 0","-","-","0.0","0.00","29.59","30.20"," 2.6","21","3.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14924",7,2014-01-25,"67","35","51","M","22","38","14"," 0","-","-","0.0","0.00","28.64","30.07"," 4.3","30","7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
"14925",8,2014-01-25,"65","28","47","M","32","39","18"," 0","-","-","M","0.00","29.82","M"," 3.0","22","3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2014","Q1","Saturday",NA
